Compound ID,InChIKey,SMILES,logS,logP,MW
C1304,SCYULBFZEHDVBN-UHFFFAOYSA-N,CC(Cl)Cl,-1.29,1.81,98.9592
C7462,CGRCGRBHNKRILW-JQIJEIRASA-N,O=C1O/C(=C\2/C(=O)Oc3c2cccc3)/C(=C1c1ccccc1)O,-1.765949423,2.8428,306.269
C9737,MXPYFZODOSRODU-UHFFFAOYSA-N,OC(=O)CCN([N+](=O)[O-])CCC(=O)O,0.685808213,-0.0473,206.153
C5300,UJBYRIKOTLHOAX-UHFFFAOYSA-N,OCCN(CC1CCc2c(N1)cccc2)CCc1ccccc1,-3.167696632,3.0883,310.433
C6077,WGJHHMKQBWSQIY-UHFFFAOYSA-N,CCOC(=O)C1(CCCN(CC1)C)c1ccccc1,-2.667897653,2.5411,261.359
C1320,KDKYADYSIPSCCQ-UHFFFAOYSA-N,CCC#C,-1.24,1.0296,54.0904
C5921,WCCUCVYMWMWXAG-UHFFFAOYSA-N,CCC1C(=O)NC(=O)N(C1=O)C1CCCCC1,-2.766440187,1.6904,238.283
C5397,KQPCUJSGFVRMQT-UHFFFAOYSA-N,NC(=O)C(c1cccc2c1cccc2)(CCN1CCOCC1)C,-3.103793976,2.9433,312.406
C770,CJDRUOGAGYHKKD-XKUWCPECSA-N,CC[C@@H]1[C@@H]2C[C@@H]3N([C@H]1O)[C@@H]1[C@H]2[C@@H](O)[C@]2([C@@H]3N(C)c3c2cccc3)C1,-2.8199999,1.5574,326.433
C4124,VKRAZLAKVAQZGN-UHFFFAOYSA-N,CNCCCCC12CC3CC(C2)CC(C1)C3.Cl,-4.023970589,4.7854,257.843
C2425,FUBVWMNBEHXPSU-UHFFFAOYSA-N,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1c(S2)cccc1,-5.971229336,4.1825,427.517
C2261,XKZLLDQKULUMEB-UHFFFAOYSA-N,O=C(C1CCC(CC1)C(=O)NCc1ccccc1Cl)NCc1ccccc1Cl.Cl.Cl,-6.3192843,7.1182,492.266
C5037,WJLRKYSNJJCEPP-UHFFFAOYSA-N,N#CC(=NNc1ccccc1Cl)C#N,-3.358100856,2.22806,204.616
C1739,FYPMFJGVHOHGLL-UHFFFAOYSA-N,CC(Sc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)(Sc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)C,-11.36117614,9.9083,516.842
C2333,LCUQUQYVCIRRJK-UHFFFAOYSA-N,CCCCC1=CC(N(C(C1)(C)C)C(=O)CN1CCCCC1)(C)C,-6.140368504,4.2542,320.513
C8540,HKOIXWVRNLGFOR-KOFBORESSA-N,COc1ccc2c3c1O[C@@H]1[C@@]43CCN[C@H](C2)[C@@H]4C=C[C@@H]1O,-0.862524525,1.4877,285.338
C8140,DHCQZOVMJDSSAA-UHFFFAOYSA-N,CC(C1(C)CC(=O)NC(=O)C1)C,-1.237679265,1.4141,169.221
C4346,PDOLRXVBUWVQQX-UHFFFAOYSA-N,COC(=O)c1c(C)ccc(c1OCC(=O)NCCN(C)C)C(C)C,-3.846561797,2.3525,336.426
C188,XOEUGELJHSUYGP-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1ccc(cc1)N,-5.4000001,4.3673,249.349
C5153,AOHWZLNRXYUCPR-UHFFFAOYSA-N,CC(OC(=O)c1ccccc1)CN1CCCCC1C,-3.277368327,3.0442,261.359
C6968,NVTHWSJNXVDIKR-UHFFFAOYSA-N,COc1cc(OC)cc(c1)C#N,-2.108852535,1.57548,163.173
C95,PWNAWOCHVWERAR-UHFFFAOYSA-N,CCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])Cc1c(F)cccc1Cl,-6.7800002,6.3872,421.731
C6096,YCXARMXCESBEDS-UHFFFAOYSA-N,CN(C(CN1c2ccccc2Sc2c1cccc2)C)C.Clc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C,-2.660700157,3.9181,499.028
C3496,KVKJFNUGVOFNGU-UHFFFAOYSA-N,OC(=O)C(CC(=O)O)(CC(=O)O)O.CCN(CCOCCOC(=O)C(c1ccccc1)(CC)CC)CC,-4.54047027,2.3975,527.604
C4920,HYLCRKVCRPLFRE-UHFFFAOYSA-N,O=C(c1ccccc1O)NC1CCCCC1,-3.440093877,2.8456,219.28
C7315,CSATVXJBGFVJES-UHFFFAOYSA-N,CC(=O)c1ccc(cc1)S(=O)(=O)N,-1.876095782,2.3177,199.227
C9164,NEVPGZLSKXATIM-UHFFFAOYSA-N,COP(=O)(N(C)C)OC,0.086815359,0.9489,153.117
C3720,YQYVFVRQLZMJKJ-UHFFFAOYSA-N,Oc1ccc2c(c1)C1(C)CCN(C(C2)C1C)CC1CC1,-4.321681952,3.2643,271.397
C1425,XBCXJKGHPABGSD-UHFFFAOYSA-N,Cn1ccc(=O)[nH]c1=O,-0.80000001,-0.9264,126.113
C8988,DDWXNUFFAFBJDG-UHFFFAOYSA-N,O=C1NC(=S)N(C1)C(=O)C,-0.234406922,-0.4837,158.178
C4656,PPTYJKAXVCCBDU-UHFFFAOYSA-N,CN1C(=O)CN=C(c2c1ccc(c2)[N+](=O)[O-])c1ccccc1F,-3.633991371,2.5715,313.283
C7925,SPLXTEULIVJMRZ-UHFFFAOYSA-N,CCC(=O)c1ccc(cc1)NO,-1.435516387,2.1534,165.189
C4744,DDQGNGANBLTNFD-UHFFFAOYSA-N,CSc1nc2c(o1)ccc(c2)Cl,-3.576817971,3.2031,199.657
C2702,CCDDAZAJRNNGBK-UHFFFAOYSA-N,COc1c(CNCC2CCC(CC2)CNCc2cccc(c2OC)OC)cccc1OC.Cl.Cl,-5.502727126,6.7926,515.513
C1831,FCFNRCROJUBPLU-UYBNATROSA-N,C[C@@H]1OC(=O)C(NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@H](C)OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC(=O)[C@@H](OC(=O)[C@H](NC(=O)[C@H](OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,-8.624900759,4.3161,1111.32
C4434,XPHSDHDMBQDUMB-UHFFFAOYSA-N,CCOC1=C(F)C(F)(F)C(C(C1(F)F)(F)F)(F)F,-3.775615739,3.7588,288.11
C7070,ZFIBLEGGEPZAOM-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(s1)c1scc(n1)CN1CCOCC1,-2.05237325,3.0731,311.38
C2655,OHBLHFXKSYTWQO-UHFFFAOYSA-N,CN1CCN(CC1)CCC=C1c2ccccc2Sc2c1cccc2.Cl.Cl,-5.566838639,5.7002,409.416
C1175,NPPQSCRMBWNHMW-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)N)C,-1.67,2.384,218.25
C7508,MCDJZKPTBCWNSJ-UHFFFAOYSA-N,CC(CS(=O)CC(C)C)C,-1.731727941,2.9128,162.293
C8876,NILQLFBWTXNUOE-UHFFFAOYSA-N,OC(=O)C1(N)CCCC1,-0.41215467,1.0428,129.157
C4387,DHZBEENLJMYSHQ-XCVPVQRUSA-N,O=C1OC(=O)[C@@]2([C@@]1(C)[C@H]1CC[C@@H]2O1)C,-3.815582175,0.6436,196.2
C8316,UBSPKGKFFQKZJB-UHFFFAOYSA-N,COC(=O)CCC[N+](=O)[O-],-1.081341404,0.7395,147.129
C9152,CSNNHWWHGAXBCP-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-].[Mg+2],0.065952348,-0.2572,120.368
C7413,AEKVBBNGWBBYLL-UHFFFAOYSA-N,N#Cc1ccc(cc1)F,-1.810193076,1.69738,121.112
C5390,RIMDDIPKIZTBHU-KPDHXFAYSA-N,COC/C=C/1\CN2[C@@H]3[C@@H]4[C@@H]1CC2C1(C3)C(=Nc2c1c(OC)c(OC)cc2OC)OC4,-3.107553331,2.0629,412.479
C6198,WLWRBOFZMOBYJR-UHFFFAOYSA-N,O=c1[nH]c2c(o1)cc(c(c2)Cl)Cl,-2.597835712,2.4279,204.01
C6044,KFTWTNRNXVBUCC-UHFFFAOYSA-N,OC(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)NC(=O)C,-2.686456695,1.8594,314.314
C6507,CADKCVKDIVHZRB-UHFFFAOYSA-N,CNCC(C1CCCCC1)C.Cl,-2.404197723,3.6151,191.741
C8206,ASSKVPFEZFQQNQ-UHFFFAOYSA-N,O=c1oc2c([nH]1)cccc2,-1.178321093,1.1211,135.12
C1670,VKHAHZOOUSRJNA-GCNJZUOMSA-N,CC#C[C@]1(O)CC[C@@H]2[C@]1(C)C[C@H](c1ccc(cc1)N(C)C)C1=C3CCC(=O)C=C3CC[C@@H]21	,-5.9,5.4065,429.594
C6967,RJMZBTNNGWVNEW-UHFFFAOYSA-N,OCC(COc1ccc(cc1)Cl)(O)C,-2.110471462,1.4621,216.661
C6791,BXENNERVHQAIAY-UHFFFAOYSA-N,CCN(CCCC(=O)c1ccccc1)CC,-2.220520147,2.9913,219.323
C3391,GMKRJJQRDLKNHL-UHFFFAOYSA-N,CCC(c1ccccc1)C(=O)OCCCN1CCCCC1C,-4.637604256,3.9258,303.439
C5483,VUSLTUGEJURGLB-UHFFFAOYSA-N,CC(=O)Nc1cc(Cl)c(cc1Cl)Cl,-3.049094212,3.6782,238.498
C2180,ZPANWZBSGMDWON-UHFFFAOYSA-N,Oc1ccc2c(c1Cc1c(O)ccc3c1cccc3)cccc2,-6.538118491,4.995,300.351
C1860,ZFFZCBQVQKRBHW-QREUMGABSA-N,CCCCCCCOc1ccc(c2c1cccc2)C(=N)[NH+](C(C)C)C(C)C.[Cl-],-8.287333411,2.3198,405.016
C7333,CDPKJZJVTHSESZ-UHFFFAOYSA-N,OC(=O)Cc1ccc(cc1)Cl,-1.861445571,1.9671,170.593
C586,JIVPVXMEBJLZRO-AWEZNQCLSA-N,O=C1N[C@](c2c1cccc2)(O)c1ccc(c(c1)S(=O)(=O)N)Cl,-3.45,3.0341,338.766
C3912,XZNWXEXXXURADS-UHFFFAOYSA-N,CCCN1CCC(C1)OC(=O)Nc1c(C)cccc1Cl,-4.167105225,3.6921,296.792
C8147,NRPFNQUDKRYCNX-UHFFFAOYSA-N,COc1ccc(cc1)CC(=O)O,-1.231430051,1.3223,166.174
C519,AEMFNILZOJDQLW-QAGGRKNESA-N,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CCC2=O)C)C,-3.6900001,4.0874,286.409
C440,RGLYKWWBQGJZGM-ZCXUNETKSA-N,CC/C(=C(/c1ccc(cc1)O)\CC)/c1ccc(cc1)O,-4.0700002,4.8286,268.35
C2883,GJCOSYZMQJWQCA-UHFFFAOYSA-N,c1ccc2c(c1)Oc1c(C2)cccc1,-5.252853031,3.3831,182.218
C959,MOCKWYUCPREFCZ-UHFFFAOYSA-N,NNC(=O)Nc1ccccc1,-2.3299999,1.846,151.166
C8700,UVMLHMAIUVSYOL-UHFFFAOYSA-N,CC(=CCN=C(N)N)C,-0.66781675,1.6266,127.188
C8107,IMPPGHMHELILKG-UHFFFAOYSA-N,CCOc1ccc(cc1)N,-1.261657225,2.2487,137.179
C4481,FMQVDNFQKSRNAK-UHFFFAOYSA-N,Brc1ccc(nc1)OCCCCCCCNCCSS(=O)(=O)O,-3.739826478,4.7707,427.377
C3389,HFSKZVIZCZVKLT-UHFFFAOYSA-N,Cc1ccc(c(c1)C(c1ccccc1)(C(=O)OCCCN1CCCC1)O)C.Cl,-4.640652405,4.3083,403.942
C9588,RGHFKWPGWBFQLN-UHFFFAOYSA-M,CCC1(CC)C(=O)NC(=NC1=O)[O-].[Na+],0.559661382,0.0001,206.174
C4698,LDMNWDMAZKMCSI-UHFFFAOYSA-N,CCCCOc1ccc(cc1CC)CC(=O)NO,-3.60784573,2.8667,251.321
C8198,WLBDHRQPFMZSBF-UHFFFAOYSA-N,OCC(COc1ccc(cc1)C(=O)C)O,-1.195587826,0.6212,210.226
C2432,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CCCCc1nc(c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)CO)Cl,-5.95166953,4.2668,422.911
C4460,ROYOYTLGDLIGBX-UHFFFAOYSA-N,Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1F,-3.756456249,2.7935,302.731
C10,CTVRBEKNQHJPLX-UHFFFAOYSA-N,Clc1cc(Cl)c(c(c1)Cl)c1cc(Cl)cc(c1Cl)Cl,-8.71,7.274,360.878
C1543,ZMANZCXQSJIPKH-UHFFFAOYSA-N,CCN(CC)CC,-0.14,1.3481,101.19
C1610,YASYVMFAVPKPKE-VIFPVBQESA-N,CO[P@@](=O)(NC(=O)C)SC,0.54000002,1.6309,183.166
C1905,FNCVZYRPXOZNSM-UHFFFAOYSA-N,O=C(c1ccccc1)Nc1ccc(c2c1C(=O)c1ccccc1C2=O)Cl,-7.843278409,4.4407,361.778
C8850,JQYLYGFSUFDCGW-UHFFFAOYSA-L,CC[N+](CCCNc1nc(NCCC[N+](CC)(CC)CC)nc(n1)Cl)(CC)CC.[I-].[I-],-0.444051775,-1.964,683.883
C3968,DRONDEZXOJEUGU-UHFFFAOYSA-N,N#CC(c1ccccc1)Cc1ccccc1,-4.126217321,3.53648,207.27
C7799,HSHNITRMYYLLCV-UHFFFAOYSA-N,Oc1ccc2c(c1)oc(=O)cc2C,-1.529096721,1.807,176.169
C8120,DKMVJQCQTCLYIF-UHFFFAOYSA-M,CC[N+](CCOC(=O)C(c1ccccc1)(c1ccccc1)O)(CC)C.[Br-],-1.25093753,-0.0439,422.356
C6604,DQTGDWXWOOUMFT-UHFFFAOYSA-N,[O-][N+](=O)O.OCCn1c(=O)n(C)c2c(c1=O)n(C)c(n2)Cl,-2.343063117,-0.7451,321.674
C1303,HXVNBWAKAOHACI-UHFFFAOYSA-N,CC(C(=O)C(C)C)C,-1.3,1.8675,114.185
C1804,XZJJDJAXUSQABJ-UHFFFAOYSA-N,N(Cc1cccc2c1cccc2)CC1CCC(CC1)CNCc1cccc2c1cccc2.Cl.Cl,-9.085477305,9.0646,495.526
C6625,CFSMWCPJTYADHU-UHFFFAOYSA-N,FCCCCCCC#N,-2.331592031,2.42998,129.175
C8958,VVQUAWREPHCLDH-UHFFFAOYSA-N,Cc1cc(=O)c2n([nH]1)cnn2,-0.281076787,-0.274,150.138
C7243,LDBTVAXGKYIFHO-UHFFFAOYSA-N,COc1cc(ccc1OC)Cc1cnc(nc1N)N,-1.927341667,2.4114,260.292
C6179,AXOZSLHVJTYWQM-UHFFFAOYSA-N,COc1c(cccc1C(=O)N)c1ccccc1,-2.607565874,3.1614,227.259
C8296,VMQHGBUSMBFWHN-UHFFFAOYSA-N,NCCCCNC(=O)c1ccccc1,-1.098918242,2.2465,192.258
C5856,VYMMCESYBCZZER-UHFFFAOYSA-N,Cn1c(=O)n(c2ccccc2)c(c(c1=O)N1CCCC1)C,-2.808969554,1.5098,285.341
C6407,PIZFMLLHVVBRNN-UHFFFAOYSA-M,OC(c1ccccc1)C(=O)OC1CC2CCC(C1)[N+]2(C)Cc1cccc2c1cccc2.[Cl-],-2.470438356,1.7194,451.985
C2128,BXHWNSFNMHETHT-UHFFFAOYSA-N,CS(=O)(=O)O.CS(=O)(=O)O.Nc1nccnc1N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,-6.72821982,6.3592,641.801
C4542,YLRFCQOZQXIBAB-RBZZARIASA-N,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@]2(F)[C@@H](O)C[C@]2([C@H]1CC[C@]2(C)O)C)C,-3.697934693,3.3322,336.441
C8702,WYWHKKSPHMUBEB-UHFFFAOYSA-N,Nc1nc(=S)c2c([nH]1)nc[nH]2,-0.663303673,1.1789,167.192
C7368,IIIDAJOFIHRHPY-UHFFFAOYSA-M,[O-][Cl](=O)(=O)=O.CC(CN(CC(C)C)/C=C/C=C/C=[N+](CC(C)C)CC(C)C)C,-1.833313231,5.2799,421.014
C4451,ZBAFFZBKCMWUHM-UHFFFAOYSA-N,CCC(=O)N(c1ccccn1)C(CN1CCCCC1)C,-3.761530306,2.6369,275.389
C3471,VMSQKUCYEMOKMM-UHFFFAOYSA-N,COC(C(C1OC(SCCOC(=O)c2ccccc2O)C(C(C1O)O)O)NC(=O)C1CCCN1C)C,-4.564778634,0.0325,528.616
C1473,GOOHAUXETOMSMM-GSVOUGTGSA-N,C[C@@H]1CO1,-0.58999997,0.4051,58.0791
C7541,CRIZPXKICGBNKG-UHFFFAOYSA-N,O=c1ncc2c([nH]1)nc[nH]2,-1.713616912,-0.3538,136.111
C3634,QYMZJNOJZPUILD-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccccc1Cl)C,-4.404065788,4.3363,301.724
C1687,AQHHHDLHHXJYJD-UHFFFAOYSA-N,OC(COc1cccc2c1cccc2)CNC(C)C	,-3.49,2.9684,259.343
C5109,VLQYRAJKFGZRNV-UHFFFAOYSA-N,Ic1ccc2c(c1)nc(o2)N,-3.304440426,2.5958,260.032
C8870,CRSNGJNHERUXSD-UHFFFAOYSA-N,OS(=O)(=O)SCCNCCOc1ccccc1,-0.417727003,2.6627,277.36
C1086,CFBYEGUGFPZCNF-UHFFFAOYSA-N,COc1ccccc1[N+](=O)[O-],-1.96,2.1266,153.135
C636,RWGFKTVRMDUZSP-UHFFFAOYSA-N,CC(c1ccccc1)C,-3.27,2.81,120.192
C2909,NNTDPGZVKDQKLS-UHFFFAOYSA-N,CCN(CCCN1c2ccccc2NCc2c1cccc2)CC,-5.216442462,4.6851,309.448
C3882,GTVGGHQLKNCAMB-UHFFFAOYSA-N,N#CC(=NNc1ccc(c(c1)Cl)Cl)C#N,-4.185380518,2.88146,239.061
C9658,UIEGYKVRCKDVKQ-LREBCSMRSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.OCCN(C)C,0.621195252,-2.5823,239.223
C9317,HYWSJWFBIDJNRS-UHFFFAOYSA-M,Cc1n(CCC[N+](C)(C)C)ccc2c1nc1c2cccc1.[Br-].Br,0.285847566,1.5563,443.219
C1769,BQJJCIYAPLCGJD-UHFFFAOYSA-N,Clc1cnc(c(c1)Cl)OCCCCCNCCSSCCNCCCCCOc1ncc(cc1Cl)Cl.Cl.Cl,-9.878475187,9.835,689.416
C1943,MDFZYGLOIJNNRM-OAJDADRGSA-N,CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)CC[C@@H]1[C@]2(C)C(=O)[C@@H](OC(=O)C)[C@@H]2[C@]1(C)C=CC(=O)[C@H]2C)C,-7.53845872,5.4001,568.698
C9551,ISWQCIVKKSOKNN-UHFFFAOYSA-L,Oc1cc(cc(c1O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],0.502807642,1.0676,314.201
C1803,UIFFUZWRFRDZJC-UHFFFAOYSA-N,CCCCCCC1C(=O)OC(C)C(C(=O)OC(C1OC(=O)CC(C)C)C)NC(=O)c1cccc(c1O)NC=O,-9.117690251,4.5802,548.625
C3456,RGOVYLWUIBMPGK-UHFFFAOYSA-N,CCCCCCCCC(=O)NCc1ccc(c(c1)OC)O,-4.579853185,4.1585,293.401
C2954,GGGDNPWHMNJRFN-UHFFFAOYSA-N,CC(=O)Nc1c(I)c(N(C(=O)C)C)c(c(c1I)C(=O)O)I,-5.158433727,3.2127,627.94
C9344,CUYAYRDAKAKHLZ-UHFFFAOYSA-N,C1CCN(CC1)CCc1cccnc1,0.301052841,2.0479,190.285
C3830,RQUSKNJBURBAJD-RVDMUPIBSA-N,CCC(=O)N1C2CCC1CN(C2)C/C(=C/c1ccccc1)/C,-4.224422462,3.0509,298.423
C3753,OYMQAWWYAKWMSI-UHFFFAOYSA-N,CC1CCN(CC1)CC(COC(=O)c1ccccc1)(C)C,-4.288340785,3.5394,289.412
C1055,VGZSUPCWNCWDAN-UHFFFAOYSA-N,O=C(NS(=O)(=O)c1ccc(cc1)C(=O)C)NC1CCCCC1,-2.0599999,4.0724,324.395
C866,OUYCCCASQSFEME-MRVPVSSYSA-N,OC(=O)[C@@H](Cc1ccc(cc1)O)N,-2.5699999,1.0469,181.189
C344,DMLAVOWQYNRWNQ-BUHFOSPRSA-N,c1ccc(cc1)/N=N/c1ccccc1,-4.4499998,4.102,182.221
C9477,VDFWPNHAXLIYBZ-UHFFFAOYSA-L,CC[N+](CCCOCCC[N+](CC)(C)C)(C)C.[Br-].[Br-],0.391209822,-4.0162,406.241
C4059,QNRATNLHPGXHMA-XZHTYLCXSA-N,CCOc1ccc2c(c1)c(ccn2)[C@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2CC)O.Cl,-4.06839906,4.5272,376.92
C7970,JCKYGMPEJWAADB-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)CCCC(=O)O)CCCl,-1.391507956,3.3779,304.212
C4286,POKIXMUTMSQCFD-OISMXEOCSA-N,COc1cc(ccc1OC)/C(=[NH+]\OCC(=O)NCC[NH+]1CCOCC1)/c1nccc2c1cc(OC)c(c2)OC.[Cl-].[Cl-],-3.89098601,-4.8818,611.514
C8567,NYMGNSNKLVNMIA-UHFFFAOYSA-N,CC(NNC(=O)c1ccncc1)C,-0.824773094,1.5062,179.219
C2623,GXGJIOMUZAGVEH-UHFFFAOYSA-N,CCc1ccc(c2c(c1)c(C)cc2)C,-5.619864179,3.9706,184.277
C7379,FLOSMHQXBMRNHR-DAXSKMNVSA-N,CC(=O)/N=c/1\sc(nn1C)S(=O)(=O)N,-1.829329526,0.3573,236.272
C2765,OPLUFIYYYJLGSI-UHFFFAOYSA-N,COc1cc2c(cc1OC)CC([NH+](C2CCc1ccc(cc1)Cl)C)C.[Br-],-5.416360793,2.0636,440.802
C2805,BMRIMRMSWCLJIU-YGICXTQQSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccc(cc1)[N+](=O)[O-].Cl,-5.344612029,5.8646,428.952
C9247,UOZODPSAJZTQNH-LSWIJEOBSA-N,OC[C@H]1O[C@H]([C@@H]([C@@H]1O[C@H]1O[C@@H](CN)[C@H]([C@@H]([C@H]1N)O)O)O)O[C@@H]1[C@@H](O)[C@H](N)C[C@@H]([C@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1N)O)O)N,0.210677424,-5.3602,615.629
C1755,CNYRGVIFIXLHHK-FJBFXRHMSA-N,CCCCCCC[NH+](C(=N)c1ccc(c2c1cccc2)OCCC)CCCCCCC.[Cl-],-10.49356261,3.8834,461.123
C5496,UDVZFCGWSYNODA-UHFFFAOYSA-N,CCCC(COC(=O)N)(COC(=O)NCC=C)C,-3.042938795,2.8915,258.314
C3894,VSLIUWLPFRVCDL-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(cc1)c1nc2n(c1)cccc2,-4.178364966,3.4856,272.322
C7453,OSBQUSPVORCDCU-UHFFFAOYSA-N,COc1cc(C#N)cc(c1OC)OC,-1.772794018,1.58408,193.199
C2441,YMTINGFKWWXKFG-UHFFFAOYSA-N,CC(OC(=O)C(Oc1ccc(cc1)C(=O)c1ccc(cc1)Cl)(C)C)C,-5.9358196,4.68,360.831
C907,QZYHIOPPLUPUJF-UHFFFAOYSA-N,Cc1cccc(c1)[N+](=O)[O-],-2.4400001,2.4264,137.136
C853,HGCIXCUEYOPUTN-UHFFFAOYSA-N,C1CCC=CC1,-2.5899999,2.1166,82.1436
C9422,DJDNLDKPWOJAFU-UHFFFAOYSA-L,CC[N+](CCS(=O)CC[N+](CC)(CC)CC)(C)C.[Br-].[Br-],0.358221583,-3.4184,438.306
C8252,OTFFCAGPSWJBDK-UHFFFAOYSA-N,Nc1cccc2c1[nH]nc2,-1.127842578,1.7263,133.151
C8395,JXDYKVIHCLTXOP-UHFFFAOYSA-N,O=C1C(=O)Nc2c1cccc2,-0.983871053,0.9594,147.131
C3050,ZUNJWRJEKCRIMZ-UHFFFAOYSA-N,Clc1cc2NC(CSCc3ccccc3)NS(=O)(=O)c2cc1S(=O)(=O)N,-5.044143618,5.2794,433.953
C3886,FJNJUBSOKARRGE-UHFFFAOYSA-N,CCCCCOc1ccc(cc1OCC)C=CC(=O)NO,-4.184104124,3.5638,293.358
C9176,CXYRUNPLKGGUJF-OZVSTBQFSA-M,OC[C@H](c1ccccc1)C(=O)OC1C[C@@H]2[C@@H]3[C@H]([C@H](C1)[N+]2(C)C)O3.[Br-],0.098328457,-1.9745,398.291
C2109,QGQNYQWNUGSMAB-UHFFFAOYSA-N,C1CCC(CC1)Nc1c2ccccc2nc2c1cccc2,-6.782546484,5.2056,276.375
C4026,GIJXKZJWITVLHI-YOFSQIOKSA-N,CN1[C@@H]2CC[C@H]1CC(C2)OC(c1ccccc1)c1ccccc1,-4.091556801,4.3557,307.429
C723,LFULEKSKNZEWOE-UHFFFAOYSA-N,CCC(=O)Nc1ccc(c(c1)Cl)Cl,-3.0,3.4149,218.08
C1273,YVBCULSIZWMTFY-UHFFFAOYSA-N,CCCC(CCC)O,-1.4,1.9475,116.201
C4770,BLFQGGGGFNSJKA-XHXSRVRCSA-N,CN[C@H]1CC[C@H](c2c1cccc2)c1ccc(c(c1)Cl)Cl.Cl,-3.562696046,6.3725,342.691
C6190,WRYLYDPHFGVWKC-UHFFFAOYSA-N,CC1=CCC(CC1)(O)C(C)C,-2.600971798,2.5037,154.249
C3092,TXSYVXMEIWQHCF-UHFFFAOYSA-N,NC(=O)C(c1ccccc1)(CCN1CCCCC1)CCN1CCCCC1,-5.000658837,3.7378,357.533
C7972,DZHVJUCGKWKRTO-UHFFFAOYSA-N,Nc1onc(n1)c1ccccc1,-1.390364198,1.9,161.161
C6734,AHCLKGZTPQXOQK-UHFFFAOYSA-N,ClCC[NH2+]CCOc1ccccc1C.[Cl-],-2.255208259,-1.82,250.165
C234,HHOSMYBYIHNXNO-UHFFFAOYSA-N,CC(CCC(C)(C)C)C,-5.0500002,3.4687,128.255
C2556,ZCDNRPPFBQDQHR-SSYATKPKSA-N,CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]1C[C@@H]2CN3CCc4c([C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC)[nH]c1c4ccc(c1)OC,-5.726688779,4.6357,666.715
C1646,GCNTZFIIOFTKIY-UHFFFAOYSA-N,Oc1ccncc1,1.02,0.7872,95.0993
C3127,FHYXHYXRWQFHHO-UHFFFAOYSA-N,CCCCCCCCCCCCCCNCCSS(=O)(=O)O,-4.945343307,6.2848,353.584
C2857,WYWIFABBXFUGLM-UHFFFAOYSA-N,Cc1cc(c(c(c1CC1=NCCN1)C)O)C(C)(C)C,-5.278571852,2.6151,260.375
C7526,VSGYTOKLSWSEPK-UHFFFAOYSA-M,CC[N+](CCCOC(=O)C(c1ccccc1)(c1ccccc1)O)(CC)C.[Cl-],-1.723396948,0.3462,391.931
C2481,UJEGHEMJVNQWOJ-UHFFFAOYSA-N,CCCCCCCOCCCCCCC,-5.854813795,4.9438,214.387
C3475,DOYVYJMGDPTADV-UHFFFAOYSA-N,CCC(=O)OC1(CCN(CC1)C(C)C)C1CCCCC1.Cl,-4.558793293,4.5028,317.894
C7652,GKPKSLODPGIJAO-UHFFFAOYSA-N,CCN1C(C)(C)CCC1(C)C,-1.625281688,2.5972,155.28
C383,LXMSZDCAJNLERA-YQNMCIRBSA-N,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2([C@H]2[C@H]1[C@H]1CC[C@]3([C@@]1(CC2)C)CCC(=O)O3)C,-4.2800002,4.8523,416.573
